"故障编号","故障描述_中文","故障描述_英文","故障等级","偏航等级","延时时间","更改说明及日期","故障代码"
"4686","28186_SC_变流器主断路器动作次数过多告警1","28186_SC_ConverterMCBActTimesOverAlarm1","0","0.0","0.1","","28186"
"4687","28187_SC_变流器电容个数错误告警1","28187_SC_ConverterFilterCapNumberErrAlarm1","0","0.0","0.1","","28187"
"4688","28188_SC_变流器UPS电池故障2","28188_SC_ConverterUPSBatteryFault2","7","0.0","0.1","","28188"
"4689","28189_SC_变流器UPS故障2","28189_SC_ConverterUPSFault2","7","0.0","0.1","","28189"
"4690","28190_SC_变流器网侧滤波电容过流2","28190_SC_ConverterFilterCapOverCurrent2","7","0.0","0.1","","28190"
"4691","28191_SC_变流器模块相间电流不平衡超限2","28191_SC_ConverterPhaseCurrUnbalFault2","7","0.0","0.1","","28191"
"4692","28192_SC_变流器模块组间电流不平衡超限2","28192_SC_ConverterGroupCurrUnbalFault2","7","0.0","0.1","","28192"
"4693","28193_SC_变流器电网电压不平衡超限2","28193_SC_ConverterGridVoltUnbalFault2","7","0.0","0.1","","28193"
"4694","28194_SC_变流器主控转矩给定超限2","28194_SC_ConverterMainCtrlTorqueRefOverRun2","7","0.0","0.1","","28194"
"4695","28195_SC_变流器网侧滤波电容异常故障2","28195_SC_ConverterFilterCapFault2","7","0.0","0.1","","28195"
"4696","28196_SC_变流器孤网运行故障2","28196_SC_ConverterIsolatedGridRunFault2","7","0.0","0.1","","28196"
"4697","28197_SC_变流器定子漏电流过大2","28197_SC_ConverterStatorLeakCurrOverFault2","7","0.0","0.1","","28197"
"4698","28198_SC_变流器网侧模块过温2","28198_SC_ConverterGridModuleOverTemp2","7","0.0","0.1","","28198"
"4699","28199_SC_变流器机侧模块过温2","28199_SC_ConverterGenModuleOverTemp2","7","0.0","0.1","","28199"
"4700","28200_SC_变流器母线过温2","28200_SC_ConverterDCbusOverTemp2","7","0.0","0.1","","28200"
"4701","28201_SC_变流器水冷机RAM自检失败2","28201_SC_ConverterLiquidCoolerRAMSelfCheckFailure2","7","0.0","0.1","","28201"
"4702","28202_SC_变流器水冷机EEPROM参数回默认值2","28202_SC_ConverterLiquidCoolerEEPROMParamsReturnToDefault2","7","0.0","0.1","","28202"
"4703","28203_SC_变流器水冷机EEPROM写失败2","28203_SC_ConverterLiquidCoolerEEPROMWriteFailure2","7","0.0","0.1","","28203"
"4704","28204_SC_变流器水冷机历史故障存储失败2","28204_SC_ConverterLiquidCoolerHistoryFaultStorageFailure2","7","0.0","0.1","","28204"
"4705","28205_SC_变流器水冷机CPLD版本不匹配2","28205_SC_ConverterLiquidCoolerCPLDVersionNotMatched2","7","0.0","0.1","","28205"
"4706","28206_SC_变流器变流器入出口压差过小2","28206_SC_ConverterInletAndOutletPressureDifferenceTooLarge2","7","0.0","0.1","","28206"
"4707","28207_SC_变流器水温过高（一体化）2","28207_SC_ConverterWaterTemperatureTooHigh2","7","0.0","0.1","","28207"
"4708","28208_SC_变流器水冷机主回路过载2","28208_SC_ConverterLiquidCoolerMainCircuitOverload2","7","0.0","0.1","","28208"
"4709","28209_SC_变流器变流器出口水压过低2","28209_SC_ConverterOutletWaterPressureTooLow2","7","0.0","0.1","","28209"
"4710","28210_SC_变流器变流器出口水压过高2","28210_SC_ConverterOutletWaterPressureTooHigh2","7","0.0","0.1","","28210"
"4711","28211_SC_变流器变流器入口水压过低2","28211_SC_ConverterInletWaterPressureTooLow2","7","0.0","0.1","","28211"
"4712","28212_SC_变流器变流器入口水压过高2","28212_SC_ConverterInletWaterPressureTooHigh2","7","0.0","0.1","","28212"
"4713","28213_SC_变流器水冷机内部CAN通讯错误2","28213_SC_ConverterLiquidCoolerInternalCANCommunicationError2","7","0.0","0.1","","28213"
"4714","28214_SC_变流器水冷机入出口压差小告警2","28214_SC_ConverterCovDeltaPressureUnderAlarm2","0","0.0","0.1","","28214"
"4715","28215_SC_变流器主断路器动作次数过多告警2","28215_SC_ConverterMCBActTimesOverAlarm2","0","0.0","0.1","","28215"
"4716","28216_SC_变流器电容个数错误告警2","28216_SC_ConverterFilterCapNumberErrAlarm2","0","0.0","0.1","","28216"
"4801","29001_SC_变频器水冷系统1温度低","29001_SC_ConverterCoolingSystem1TemperatureLow","0","0.0","0.1","","29001"
"4802","29002_SC_变频器水冷系统1温度高","29002_SC_ConverterCoolingSystem1TemperatureHigh","7","0.0","0.1","","29002"
"4803","29003_SC_变频器水冷系统1进口压力低","29003_SC_ConverterCoolingSystem1InletPressureLow","7","0.0","0.1","","29003"
"4804","29004_SC_变频器水冷系统1进口压力高","29004_SC_ConverterCoolingSystem1InletPressureHigh","7","0.0","0.1","","29004"
"4805","29005_SC_变频器水冷系统1出口压力低","29005_SC_ConverterCoolingSystem1OutletPressureLow","7","0.0","0.1","","29005"
"4806","29006_SC_变频器水冷系统1出口压力高","29006_SC_ConverterCoolingSystem1OutletPressureHigh","7","0.0","0.1","","29006"
"4807","29007_SC_变频器水冷系统1压差小","29007_SC_ConverterCoolingSystem1PressureDifferenceMin","7","0.0","15.0","","29007"
"4808","29008_SC_变频器水冷系统1球阀堵转","29008_SC_ConverterCoolingSystem1ValveBlocked","0","0.0","0.1","","29008"
"4809","29009_SC_变频器水冷系统1加热器空开正常","29009_SC_TowerCabinetConverterCoolingSystem1HeaterFuseOK","0","0.0","0.1","","29009"
"4810","29010_SC_变频器水冷系统1水泵空开正常","29010_SC_TowerCabinetConverterCoolingSystem1PumpProtectionOK","4","0.0","0.1","","29010"
"4811","29011_SC_变频器水冷系统1水泵1加热器空开正常","29011_SC_TowerCabinetConverterCoolingSystem1PumpHearterFuse","0","0.0","0.1","","29011"
"4812","29012_SC_变频器水冷系统1水冷风扇1空开正常","29012_SC_TowerCabinetConverterCoolingSystem1FanProtectionOK1","0","0.0","0.1","","29012"
"4813","29013_SC_变频器水冷系统1水冷风扇1加热器空开正常","29013_SC_TowerCabinetConverterCoolingSystem1FanHeaterFuseOK1","0","0.0","0.1","","29013"
"4814","29014_SC_变频器水冷系统1水冷风扇2空开正常","29014_SC_TowerCabinetConverterCoolingSystem1FanProtectionOK2","0","0.0","0.1","","29014"
"4815","29015_SC_变频器水冷系统1水冷风扇2加热器空开正常","29015_SC_TowerCabinetConverterCoolingSystem1FanHeaterFuseOK2","0","0.0","0.1","","29015"
"4816","29016_SC_变频器水冷系统1水冷风扇3空开正常","29016_SC_TowerCabinetConverterCoolingSystem1FanProtectionOK3","0","0.0","0.1","","29016"
"4817","29017_SC_变频器水冷系统1水冷风扇3加热器空开正常","29017_SC_TowerCabinetConverterCoolingSystem1FanHeaterFuseOK3","0","0.0","0.1","","29017"
"4818","29018_SC_变频器水冷系统1球阀供电正常","29018_SC_TowerCabinetConverterCoolingSystem1ValveFuseOk","0","0.0","0.1","","29018"
"4819","29019_SC_变频器水冷系统2温度低","29019_SC_ConverterCoolingSystem2TemperatureLow","0","0.0","0.1","","29019"
"4820","29020_SC_变频器水冷系统2温度高","29020_SC_ConverterCoolingSystem2TemperatureHigh","7","0.0","0.1","","29020"
"4821","29021_SC_变频器水冷系统2进口压力低","29021_SC_ConverterCoolingSystem2InletPressureLow","7","0.0","0.1","","29021"
"4822","29022_SC_变频器水冷系统2进口压力高","29022_SC_ConverterCoolingSystem2InletPressureHigh","7","0.0","0.1","","29022"
"4823","29023_SC_变频器水冷系统2出口压力低","29023_SC_ConverterCoolingSystem2OutletPressureLow","7","0.0","0.1","","29023"
"4824","29024_SC_变频器水冷系统2出口压力高","29024_SC_ConverterCoolingSystem2OutletPressureHigh","7","0.0","0.1","","29024"
"4825","29025_SC_变频器水冷系统2压差小","29025_SC_ConverterCoolingSystem2PressureDifferenceMin","7","0.0","15.0","","29025"
"4826","29026_SC_变频器水冷系统2球阀堵转","29026_SC_ConverterCoolingSystem2ValveBlocked","0","0.0","0.1","","29026"
"4827","29027_SC_变频器水冷系统1补水系统液位低","29027_SC_ConverterCoolingSystem1MakeUpWaterTankLevelLow","0","0.0","0.1","","29027"
"4828","29028_SC_变频器水冷系统2补水系统液位低","29028_SC_ConverterCoolingSystem2MakeUpWaterTankLevelLow","0","0.0","0.1","","29028"
"5001","25601_SC_变频器驱动逆变器3通过多功能DI常开输入外部故障","25601_SC_ConverterDriverInverter3ByMultifunctionalDINormalOpenInputExternalFault","4","0.0","0.0","","25601"
"5002","25602_SC_变频器驱动逆变器3通过多功能DI常闭输入外部故障","25602_SC_ConverterDriverInverter3ByMultifunctionalDINormalCloseInputExternalFault","4","0.0","0.0","","25602"
"5003","25603_SC_变频器驱动逆变器3同步控制通讯超时","25603_SC_ConverterDriverInverter3SynchronousControlCommunicationTimeout","4","0.0","0.0","","25603"
"5004","25604_SC_变频器驱动逆变器3EEPROM读写故障1","25604_SC_ConverterDriverInverter3EEPROMReadAndWriteFailure1","4","0.0","0.0","","25604"
"5005","25605_SC_变频器驱动逆变器3EEPROM读写故障2","25605_SC_ConverterDriverInverter3EEPROMReadAndWriteFailure2","4","0.0","0.0","","25605"
"5006","25606_SC_变频器驱动逆变器3EEPROM读写故障3","25606_SC_ConverterDriverInverter3EEPROMReadAndWriteFailure3","4","0.0","0.0","","25606"
"5007","25607_SC_变频器驱动逆变器3EEPROM读写故障4","25607_SC_ConverterDriverInverter3EEPROMReadAndWriteFailure4","4","0.0","0.0","","25607"
"5008","25608_SC_变频器驱动逆变器3电网电压异常","25608_SC_ConverterDriverInverter3AbnormalVoltageOfPowerGrid","4","0.0","0.0","","25608"
"5009","25609_SC_变频器驱动逆变器3通讯故障","25609_SC_ConverterDriverInverter3CommunicationFailure","4","0.0","0.0","","25609"
"5010","25610_SC_变频器驱动逆变器3EEPROM故障","25610_SC_ConverterDriverInverter3EEPROMFailure","4","0.0","0.0","","25610"
"5011","25611_SC_变频器驱动逆变器3制动单元故障","25611_SC_ConverterDriverInverter3BrakeUnitFault","4","0.0","0.0","","25611"
"5012","25612_SC_变频器驱动逆变器3掉载故障","25612_SC_ConverterDriverInverter3OffLoadFault","4","0.0","0.0","","25612"
"5013","25613_SC_变频器驱动逆变器3速度偏差过大故障","25613_SC_ConverterDriverInverter3ExcessiveSpeedDeviationFault","4","0.0","0.0","","25613"
"5014","25614_SC_变频器驱动逆变器3电机过速度故障","25614_SC_ConverterDriverInverter3MotorOverSpeedFault","4","0.0","0.0","","25614"
"5015","25615_SC_变频器驱动逆变器4通过多功能DI常开输入外部故障","25615_SC_ConverterDriverInverter4ByMultifunctionalDINormalOpenInputExternalFault","4","0.0","0.0","","25615"
"5016","25616_SC_变频器驱动逆变器4通过多功能DI常闭输入外部故障","25616_SC_ConverterDriverInverter4ByMultifunctionalDINormalCloseInputExternalFault","4","0.0","0.0","","25616"
"5017","25617_SC_变频器驱动逆变器4同步控制通讯超时","25617_SC_ConverterDriverInverter4SynchronousControlCommunicationTimeout","4","0.0","0.0","","25617"
"5018","25618_SC_变频器驱动逆变器4EEPROM读写故障1","25618_SC_ConverterDriverInverter4EEPROMReadAndWriteFailure1","4","0.0","0.0","","25618"
"5019","25619_SC_变频器驱动逆变器4EEPROM读写故障2","25619_SC_ConverterDriverInverter4EEPROMReadAndWriteFailure2","4","0.0","0.0","","25619"
"5020","25620_SC_变频器驱动逆变器4EEPROM读写故障3","25620_SC_ConverterDriverInverter4EEPROMReadAndWriteFailure3","4","0.0","0.0","","25620"
"5021","25621_SC_变频器驱动逆变器4EEPROM读写故障4","25621_SC_ConverterDriverInverter4EEPROMReadAndWriteFailure4","4","0.0","0.0","","25621"
"5022","25622_SC_变频器驱动逆变器4电网电压异常","25622_SC_ConverterDriverInverter4AbnormalVoltageOfPowerGrid","4","0.0","0.0","","25622"
"5023","25623_SC_变频器驱动逆变器4通讯故障","25623_SC_ConverterDriverInverter4CommunicationFailure","4","0.0","0.0","","25623"
"5024","25624_SC_变频器驱动逆变器4EEPROM故障","25624_SC_ConverterDriverInverter4EEPROMFailure","4","0.0","0.0","","25624"
"5025","25625_SC_变频器驱动逆变器4制动单元故障","25625_SC_ConverterDriverInverter4BrakeUnitFault","4","0.0","0.0","","25625"
"5026","25626_SC_变频器驱动逆变器4掉载故障","25626_SC_ConverterDriverInverter4OffLoadFault","4","0.0","0.0","","25626"
"5027","25627_SC_变频器驱动逆变器4速度偏差过大故障","25627_SC_ConverterDriverInverter4ExcessiveSpeedDeviationFault","4","0.0","0.0","","25627"
"5028","25628_SC_变频器驱动逆变器4电机过速度故障","25628_SC_ConverterDriverInverter4MotorOverSpeedFault","4","0.0","0.0","","25628"
"5029","25629_SC_变频器驱动逆变器5通过多功能DI常开输入外部故障","25629_SC_ConverterDriverInverter5ByMultifunctionalDINormalOpenInputExternalFault","4","0.0","0.0","","25629"
"5030","25630_SC_变频器驱动逆变器5通过多功能DI常闭输入外部故障","25630_SC_ConverterDriverInverter5ByMultifunctionalDINormalCloseInputExternalFault","4","0.0","0.0","","25630"
"5031","25631_SC_变频器驱动逆变器5同步控制通讯超时","25631_SC_ConverterDriverInverter5SynchronousControlCommunicationTimeout","4","0.0","0.0","","25631"
"5032","25632_SC_变频器驱动逆变器5EEPROM读写故障1","25632_SC_ConverterDriverInverter5EEPROMReadAndWriteFailure1","4","0.0","0.0","","25632"
"5033","25633_SC_变频器驱动逆变器5EEPROM读写故障2","25633_SC_ConverterDriverInverter5EEPROMReadAndWriteFailure2","4","0.0","0.0","","25633"
"5034","25634_SC_变频器驱动逆变器5EEPROM读写故障3","25634_SC_ConverterDriverInverter5EEPROMReadAndWriteFailure3","4","0.0","0.0","","25634"
"5035","25635_SC_变频器驱动逆变器5EEPROM读写故障4","25635_SC_ConverterDriverInverter5EEPROMReadAndWriteFailure4","4","0.0","0.0","","25635"
"5036","25636_SC_变频器驱动逆变器5电网电压异常","25636_SC_ConverterDriverInverter5AbnormalVoltageOfPowerGrid","4","0.0","0.0","","25636"
"5037","25637_SC_变频器驱动逆变器5通讯故障","25637_SC_ConverterDriverInverter5CommunicationFailure","4","0.0","0.0","","25637"
"5038","25638_SC_变频器驱动逆变器5EEPROM故障","25638_SC_ConverterDriverInverter5EEPROMFailure","4","0.0","0.0","","25638"
"5039","25639_SC_变频器驱动逆变器5制动单元故障","25639_SC_ConverterDriverInverter5BrakeUnitFault","4","0.0","0.0","","25639"
"5040","25640_SC_变频器驱动逆变器5掉载故障","25640_SC_ConverterDriverInverter5OffLoadFault","4","0.0","0.0","","25640"
"5041","25641_SC_变频器驱动逆变器5速度偏差过大故障","25641_SC_ConverterDriverInverter5ExcessiveSpeedDeviationFault","4","0.0","0.0","","25641"
"5042","25642_SC_变频器驱动逆变器5电机过速度故障","25642_SC_ConverterDriverInverter5MotorOverSpeedFault","4","0.0","0.0","","25642"
"5043","25643_SC_变频器驱动逆变器6通过多功能DI常开输入外部故障","25643_SC_ConverterDriverInverter6ByMultifunctionalDINormalOpenInputExternalFault","4","0.0","0.0","","25643"
"5044","25644_SC_变频器驱动逆变器6通过多功能DI常闭输入外部故障","25644_SC_ConverterDriverInverter6ByMultifunctionalDINormalCloseInputExternalFault","4","0.0","0.0","","25644"
"5045","25645_SC_变频器驱动逆变器6同步控制通讯超时","25645_SC_ConverterDriverInverter6SynchronousControlCommunicationTimeout","4","0.0","0.0","","25645"
"5046","25646_SC_变频器驱动逆变器6EEPROM读写故障1","25646_SC_ConverterDriverInverter6EEPROMReadAndWriteFailure1","4","0.0","0.0","","25646"
"5047","25647_SC_变频器驱动逆变器6EEPROM读写故障2","25647_SC_ConverterDriverInverter6EEPROMReadAndWriteFailure2","4","0.0","0.0","","25647"
"5048","25648_SC_变频器驱动逆变器6EEPROM读写故障3","25648_SC_ConverterDriverInverter6EEPROMReadAndWriteFailure3","4","0.0","0.0","","25648"
"5049","25649_SC_变频器驱动逆变器6EEPROM读写故障4","25649_SC_ConverterDriverInverter6EEPROMReadAndWriteFailure4","4","0.0","0.0","","25649"
"5050","25650_SC_变频器驱动逆变器6电网电压异常","25650_SC_ConverterDriverInverter6AbnormalVoltageOfPowerGrid","4","0.0","0.0","","25650"
"5051","25651_SC_变频器驱动逆变器6通讯故障","25651_SC_ConverterDriverInverter6CommunicationFailure","4","0.0","0.0","","25651"
"5052","25652_SC_变频器驱动逆变器6EEPROM故障","25652_SC_ConverterDriverInverter6EEPROMFailure","4","0.0","0.0","","25652"
"5053","25653_SC_变频器驱动逆变器6制动单元故障","25653_SC_ConverterDriverInverter6BrakeUnitFault","4","0.0","0.0","","25653"
"5054","25654_SC_变频器驱动逆变器6掉载故障","25654_SC_ConverterDriverInverter6OffLoadFault","4","0.0","0.0","","25654"
"5055","25655_SC_变频器驱动逆变器6速度偏差过大故障","25655_SC_ConverterDriverInverter6ExcessiveSpeedDeviationFault","4","0.0","0.0","","25655"
"5056","25656_SC_变频器驱动逆变器6电机过速度故障","25656_SC_ConverterDriverInverter6MotorOverSpeedFault","4","0.0","0.0","","25656"
"5057","25657_SC_变频器驱动逆变器7通过多功能DI常开输入外部故障","25657_SC_ConverterDriverInverter7ByMultifunctionalDINormalOpenInputExternalFault","4","0.0","0.0","","25657"
"5058","25658_SC_变频器驱动逆变器7通过多功能DI常闭输入外部故障","25658_SC_ConverterDriverInverter7ByMultifunctionalDINormalCloseInputExternalFault","4","0.0","0.0","","25658"
"5059","25659_SC_变频器驱动逆变器7同步控制通讯超时","25659_SC_ConverterDriverInverter7SynchronousControlCommunicationTimeout","4","0.0","0.0","","25659"
"5060","25660_SC_变频器驱动逆变器7EEPROM读写故障1","25660_SC_ConverterDriverInverter7EEPROMReadAndWriteFailure1","4","0.0","0.0","","25660"
"5061","25661_SC_变频器驱动逆变器7EEPROM读写故障2","25661_SC_ConverterDriverInverter7EEPROMReadAndWriteFailure2","4","0.0","0.0","","25661"
"5062","25662_SC_变频器驱动逆变器7EEPROM读写故障3","25662_SC_ConverterDriverInverter7EEPROMReadAndWriteFailure3","4","0.0","0.0","","25662"
"5063","25663_SC_变频器驱动逆变器7EEPROM读写故障4","25663_SC_ConverterDriverInverter7EEPROMReadAndWriteFailure4","4","0.0","0.0","","25663"
"5064","25664_SC_变频器驱动逆变器7电网电压异常","25664_SC_ConverterDriverInverter7AbnormalVoltageOfPowerGrid","4","0.0","0.0","","25664"
"5065","25665_SC_变频器驱动逆变器7通讯故障","25665_SC_ConverterDriverInverter7CommunicationFailure","4","0.0","0.0","","25665"
